filepaths,labels,data set
train/average/0422.jpg,average,train
train/average/0423.jpg,average,train
train/average/0424.jpg,average,train
train/average/0425.jpg,average,train
train/average/0426.jpg,average,train
train/average/0427.jpg,average,train
train/average/0428.jpg,average,train
train/average/0429.jpg,average,train
train/average/0430.jpg,average,train
train/average/0431.jpg,average,train
train/average/0432.jpg,average,train
train/average/0433.jpg,average,train
train/average/0434.jpg,average,train
train/average/0435.jpg,average,train
train/average/0436.jpg,average,train
train/average/0437.jpg,average,train
train/average/0438.jpg,average,train
train/average/0439.jpg,average,train
train/average/0440.jpg,average,train
train/average/0441.jpg,average,train
train/average/0442.jpg,average,train
train/average/0443.jpg,average,train
train/average/0444.jpg,average,train
train/average/0445.jpg,average,train
train/average/0446.jpg,average,train
train/average/0447.jpg,average,train
train/average/0448.jpg,average,train
train/average/0449.jpg,average,train
train/average/0450.jpg,average,train
train/average/0451.jpg,average,train
train/average/0452.jpg,average,train
train/average/0453.jpg,average,train
train/average/0454.jpg,average,train
train/average/0455.jpg,average,train
train/average/0456.jpg,average,train
train/average/0457.jpg,average,train
train/average/0458.jpg,average,train
train/average/0459.jpg,average,train
train/average/0460.jpg,average,train
train/average/0461.jpg,average,train
train/average/0462.jpg,average,train
train/average/0463.jpg,average,train
train/average/0464.jpg,average,train
train/average/0465.jpg,average,train
train/average/0466.jpg,average,train
train/average/0467.jpg,average,train
train/average/0468.jpg,average,train
train/average/0469.jpg,average,train
train/average/0470.jpg,average,train
train/average/0471.jpg,average,train
train/average/0472.jpg,average,train
train/average/0473.jpg,average,train
train/average/0474.jpg,average,train
train/average/0475.jpg,average,train
train/average/0476.jpg,average,train
train/average/0477.jpg,average,train
train/average/0478.jpg,average,train
train/average/0479.jpg,average,train
train/average/0480.jpg,average,train
train/average/0481.jpg,average,train
train/average/0482.jpg,average,train
train/average/0483.jpg,average,train
train/average/0484.jpg,average,train
train/average/0485.jpg,average,train
train/average/0486.jpg,average,train
train/average/0487.jpg,average,train
train/average/0488.jpg,average,train
train/average/0489.jpg,average,train
train/average/0490.jpg,average,train
train/average/0491.jpg,average,train
train/average/0492.jpg,average,train
train/average/0493.jpg,average,train
train/average/0494.jpg,average,train
train/average/0495.jpg,average,train
train/average/0496.jpg,average,train
train/average/0497.jpg,average,train
train/average/0498.jpg,average,train
train/average/0499.jpg,average,train
train/average/0500.jpg,average,train
train/average/0501.jpg,average,train
train/average/0502.jpg,average,train
train/average/0503.jpg,average,train
train/average/0504.jpg,average,train
train/average/0505.jpg,average,train
train/average/0506.jpg,average,train
train/average/0507.jpg,average,train
train/average/0508.jpg,average,train
train/average/0509.jpg,average,train
train/average/0510.jpg,average,train
train/average/0511.jpg,average,train
train/average/0512.jpg,average,train
train/average/0513.jpg,average,train
train/average/0514.jpg,average,train
train/average/0515.jpg,average,train
train/average/0516.jpg,average,train
train/average/0517.jpg,average,train
train/average/0518.jpg,average,train
train/average/0519.jpg,average,train
train/average/0520.jpg,average,train
train/average/0521.jpg,average,train
train/average/0522.jpg,average,train
train/average/0523.jpg,average,train
train/average/0524.jpg,average,train
train/average/0525.jpg,average,train
train/average/0526.jpg,average,train
train/average/0527.jpg,average,train
train/average/0528.jpg,average,train
train/average/0529.jpg,average,train
train/average/0530.jpg,average,train
train/average/0531.jpg,average,train
train/average/0532.jpg,average,train
train/average/0533.jpg,average,train
train/average/0534.jpg,average,train
train/average/0535.jpg,average,train
train/average/0536.jpg,average,train
train/average/0537.jpg,average,train
train/average/0538.jpg,average,train
train/average/0539.jpg,average,train
train/average/0540.jpg,average,train
train/average/0541.jpg,average,train
train/average/0542.jpg,average,train
train/average/0543.jpg,average,train
train/average/0544.jpg,average,train
train/average/0545.jpg,average,train
train/average/0546.jpg,average,train
train/average/0547.jpg,average,train
train/average/0548.jpg,average,train
train/average/0549.jpg,average,train
train/average/0550.jpg,average,train
train/average/0551.jpg,average,train
train/average/0552.jpg,average,train
train/average/0553.jpg,average,train
train/average/0554.jpg,average,train
train/average/0555.jpg,average,train
train/average/0556.jpg,average,train
train/average/0557.jpg,average,train
train/average/0558.jpg,average,train
train/average/0559.jpg,average,train
train/average/0560.jpg,average,train
train/average/0561.jpg,average,train
train/average/0562.jpg,average,train
train/average/0563.jpg,average,train
train/average/0564.jpg,average,train
train/average/0565.jpg,average,train
train/average/0566.jpg,average,train
train/average/0567.jpg,average,train
train/average/0568.jpg,average,train
train/average/0569.jpg,average,train
train/average/0570.jpg,average,train
train/average/0571.jpg,average,train
train/average/0572.jpg,average,train
train/average/0573.jpg,average,train
train/average/0574.jpg,average,train
train/average/0575.jpg,average,train
train/average/0576.jpg,average,train
train/average/0577.jpg,average,train
train/average/0578.jpg,average,train
train/average/0579.jpg,average,train
train/average/0580.jpg,average,train
train/average/0581.jpg,average,train
train/average/0582.jpg,average,train
train/average/0583.jpg,average,train
train/average/0584.jpg,average,train
train/average/0585.jpg,average,train
train/average/0586.jpg,average,train
train/average/0587.jpg,average,train
train/average/0588.jpg,average,train
train/average/0589.jpg,average,train
train/average/0590.jpg,average,train
train/average/0591.jpg,average,train
train/average/0592.jpg,average,train
train/average/0593.jpg,average,train
train/average/0594.jpg,average,train
train/average/0595.jpg,average,train
train/average/0596.jpg,average,train
train/average/0597.jpg,average,train
train/average/0598.jpg,average,train
train/average/0599.jpg,average,train
train/average/0600.jpg,average,train
train/average/0601.jpg,average,train
train/average/0602.jpg,average,train
train/average/0603.jpg,average,train
train/average/0604.jpg,average,train
train/average/0605.jpg,average,train
train/average/0606.jpg,average,train
train/average/0607.jpg,average,train
train/average/0608.jpg,average,train
train/average/0609.jpg,average,train
train/average/0610.jpg,average,train
train/average/0611.jpg,average,train
train/average/0612.jpg,average,train
train/average/0613.jpg,average,train
train/average/0614.jpg,average,train
train/average/0615.jpg,average,train
train/average/0616.jpg,average,train
train/average/0617.jpg,average,train
train/average/0618.jpg,average,train
train/average/0619.jpg,average,train
train/average/0620.jpg,average,train
train/average/0621.jpg,average,train
train/average/0622.jpg,average,train
train/average/0623.jpg,average,train
train/average/0624.jpg,average,train
train/average/0625.jpg,average,train
train/average/0626.jpg,average,train
train/average/0627.jpg,average,train
train/average/0628.jpg,average,train
train/average/0629.jpg,average,train
train/average/0630.jpg,average,train
train/average/0631.jpg,average,train
train/average/0632.jpg,average,train
train/average/0633.jpg,average,train
train/average/0634.jpg,average,train
train/average/0635.jpg,average,train
train/average/0636.jpg,average,train
train/average/0637.jpg,average,train
train/average/0638.jpg,average,train
train/average/0639.jpg,average,train
train/average/0640.jpg,average,train
train/average/0641.jpg,average,train
train/average/0642.jpg,average,train
train/average/0643.jpg,average,train
train/average/0644.jpg,average,train
train/average/0645.jpg,average,train
train/average/0646.jpg,average,train
train/average/0647.jpg,average,train
train/average/0648.jpg,average,train
train/average/0649.jpg,average,train
train/average/0650.jpg,average,train
train/average/0651.jpg,average,train
train/average/0652.jpg,average,train
train/average/0653.jpg,average,train
train/average/0654.jpg,average,train
train/average/0655.jpg,average,train
train/average/0656.jpg,average,train
train/average/0657.jpg,average,train
train/average/0658.jpg,average,train
train/average/0659.jpg,average,train
train/average/0660.jpg,average,train
train/average/0661.jpg,average,train
train/average/0662.jpg,average,train
train/average/0663.jpg,average,train
train/average/0664.jpg,average,train
train/average/0665.jpg,average,train
train/average/0666.jpg,average,train
train/average/0667.jpg,average,train
train/average/0668.jpg,average,train
train/average/0669.jpg,average,train
train/average/0670.jpg,average,train
train/average/0671.jpg,average,train
train/average/0672.jpg,average,train
train/average/0673.jpg,average,train
train/average/0674.jpg,average,train
train/average/0675.jpg,average,train
train/average/0676.jpg,average,train
train/average/0677.jpg,average,train
train/average/0678.jpg,average,train
train/average/0679.jpg,average,train
train/average/0680.jpg,average,train
train/average/0681.jpg,average,train
train/average/0682.jpg,average,train
train/average/0683.jpg,average,train
train/average/0684.jpg,average,train
train/average/0685.jpg,average,train
train/average/0686.jpg,average,train
train/average/0687.jpg,average,train
train/average/0688.jpg,average,train
train/average/0689.jpg,average,train
train/average/0690.jpg,average,train
train/average/0691.jpg,average,train
train/average/0692.jpg,average,train
train/average/0693.jpg,average,train
train/average/0694.jpg,average,train
train/average/0695.jpg,average,train
train/average/0696.jpg,average,train
train/average/0697.jpg,average,train
train/average/0698.jpg,average,train
train/average/0699.jpg,average,train
train/average/0700.jpg,average,train
train/average/0701.jpg,average,train
train/average/0702.jpg,average,train
train/average/0703.jpg,average,train
train/average/0704.jpg,average,train
train/average/0705.jpg,average,train
train/average/0706.jpg,average,train
train/average/0707.jpg,average,train
train/average/0708.jpg,average,train
train/average/0709.jpg,average,train
train/average/0710.jpg,average,train
train/average/0711.jpg,average,train
train/average/0712.jpg,average,train
train/average/0713.jpg,average,train
train/average/0714.jpg,average,train
train/average/0715.jpg,average,train
train/average/0716.jpg,average,train
train/average/0717.jpg,average,train
train/average/0718.jpg,average,train
train/average/0719.jpg,average,train
train/average/0720.jpg,average,train
train/average/0721.jpg,average,train
train/average/0722.jpg,average,train
train/average/0723.jpg,average,train
train/average/0724.jpg,average,train
train/average/0725.jpg,average,train
train/average/0726.jpg,average,train
train/average/0727.jpg,average,train
train/average/0728.jpg,average,train
train/average/0729.jpg,average,train
train/average/0730.jpg,average,train
train/average/0731.jpg,average,train
train/average/0732.jpg,average,train
train/average/0733.jpg,average,train
train/average/0734.jpg,average,train
train/average/0735.jpg,average,train
train/average/0736.jpg,average,train
train/average/0737.jpg,average,train
train/average/0738.jpg,average,train
train/average/0739.jpg,average,train
train/average/0740.jpg,average,train
train/average/0741.jpg,average,train
train/average/0742.jpg,average,train
train/average/0743.jpg,average,train
train/average/0744.jpg,average,train
train/average/0745.jpg,average,train
train/average/0746.jpg,average,train
train/average/0747.jpg,average,train
train/average/0748.jpg,average,train
train/average/0749.jpg,average,train
train/average/0750.jpg,average,train
train/average/0751.jpg,average,train
train/average/0752.jpg,average,train
train/average/0753.jpg,average,train
train/average/0754.jpg,average,train
train/average/0755.jpg,average,train
train/average/0756.jpg,average,train
train/average/0757.jpg,average,train
train/average/0758.jpg,average,train
train/average/0759.jpg,average,train
train/average/0760.jpg,average,train
train/average/0761.jpg,average,train
train/average/0762.jpg,average,train
train/average/0763.jpg,average,train
train/average/0764.jpg,average,train
train/average/0765.jpg,average,train
train/average/0766.jpg,average,train
train/average/0767.jpg,average,train
train/average/0768.jpg,average,train
train/average/0769.jpg,average,train
train/average/0770.jpg,average,train
train/average/0771.jpg,average,train
train/average/0772.jpg,average,train
train/average/0773.jpg,average,train
train/average/0774.jpg,average,train
train/average/0775.jpg,average,train
train/average/0776.jpg,average,train
train/average/0777.jpg,average,train
train/average/0778.jpg,average,train
train/average/0779.jpg,average,train
train/average/0780.jpg,average,train
train/average/0781.jpg,average,train
train/average/0782.jpg,average,train
train/average/0783.jpg,average,train
train/average/0784.jpg,average,train
train/average/0785.jpg,average,train
train/average/0786.jpg,average,train
train/average/0787.jpg,average,train
train/average/0788.jpg,average,train
train/average/0789.jpg,average,train
train/average/0790.jpg,average,train
train/average/0791.jpg,average,train
train/average/0792.jpg,average,train
train/average/0793.jpg,average,train
train/average/0794.jpg,average,train
train/average/0795.jpg,average,train
train/average/0796.jpg,average,train
train/average/0797.jpg,average,train
train/average/0798.jpg,average,train
train/average/0799.jpg,average,train
train/average/0800.jpg,average,train
train/average/0801.jpg,average,train
train/average/0802.jpg,average,train
train/average/0803.jpg,average,train
train/average/0804.jpg,average,train
train/average/0805.jpg,average,train
train/average/0806.jpg,average,train
train/average/0807.jpg,average,train
train/average/0808.jpg,average,train
train/average/0809.jpg,average,train
train/average/0810.jpg,average,train
train/average/0811.jpg,average,train
train/average/0812.jpg,average,train
train/average/0813.jpg,average,train
train/average/0814.jpg,average,train
train/average/0815.jpg,average,train
train/average/0816.jpg,average,train
train/average/0817.jpg,average,train
train/average/0818.jpg,average,train
train/average/0819.jpg,average,train
train/average/0820.jpg,average,train
train/average/0821.jpg,average,train
train/average/0822.jpg,average,train
train/average/0823.jpg,average,train
train/average/0824.jpg,average,train
train/average/0825.jpg,average,train
train/average/0826.jpg,average,train
train/average/0827.jpg,average,train
train/average/0828.jpg,average,train
train/average/0829.jpg,average,train
train/average/0830.jpg,average,train
train/average/0831.jpg,average,train
train/average/0832.jpg,average,train
train/average/0833.jpg,average,train
train/average/0834.jpg,average,train
train/average/0835.jpg,average,train
train/average/0836.jpg,average,train
train/average/0837.jpg,average,train
train/average/0838.jpg,average,train
train/average/0839.jpg,average,train
train/average/0840.jpg,average,train
train/average/0841.jpg,average,train
train/average/0842.jpg,average,train
train/average/0843.jpg,average,train
train/average/0844.jpg,average,train
train/average/0845.jpg,average,train
train/average/0846.jpg,average,train
train/average/0847.jpg,average,train
train/average/0848.jpg,average,train
train/average/0849.jpg,average,train
train/average/0850.jpg,average,train
train/average/0851.jpg,average,train
train/average/0852.jpg,average,train
train/average/0853.jpg,average,train
train/average/0854.jpg,average,train
train/average/0855.jpg,average,train
train/average/0856.jpg,average,train
train/average/0857.jpg,average,train
train/average/0858.jpg,average,train
train/average/0859.jpg,average,train
train/average/0860.jpg,average,train
train/average/0861.jpg,average,train
train/average/0862.jpg,average,train
train/average/0863.jpg,average,train
train/average/0864.jpg,average,train
train/average/0865.jpg,average,train
train/average/0866.jpg,average,train
train/average/0867.jpg,average,train
train/average/0868.jpg,average,train
train/average/0869.jpg,average,train
train/average/0870.jpg,average,train
train/average/0871.jpg,average,train
train/average/0872.jpg,average,train
train/average/0873.jpg,average,train
train/average/0874.jpg,average,train
train/average/0875.jpg,average,train
train/average/0876.jpg,average,train
train/average/0877.jpg,average,train
train/average/0878.jpg,average,train
train/average/0879.jpg,average,train
train/average/0880.jpg,average,train
train/average/0881.jpg,average,train
train/average/0882.jpg,average,train
train/average/0883.jpg,average,train
train/average/0884.jpg,average,train
train/average/0885.jpg,average,train
train/average/0886.jpg,average,train
train/average/0887.jpg,average,train
train/average/0888.jpg,average,train
train/average/0889.jpg,average,train
train/average/0890.jpg,average,train
train/average/0891.jpg,average,train
train/average/0892.jpg,average,train
train/average/0893.jpg,average,train
train/average/0894.jpg,average,train
train/average/0895.jpg,average,train
train/average/0896.jpg,average,train
train/average/0897.jpg,average,train
train/average/0898.jpg,average,train
train/average/0899.jpg,average,train
train/average/0900.jpg,average,train
train/average/0901.jpg,average,train
train/average/0902.jpg,average,train
train/average/0903.jpg,average,train
train/average/0904.jpg,average,train
train/average/0905.jpg,average,train
train/average/0906.jpg,average,train
train/average/0907.jpg,average,train
train/average/0908.jpg,average,train
train/average/0909.jpg,average,train
train/average/0910.jpg,average,train
train/average/0911.jpg,average,train
train/average/0912.jpg,average,train
train/average/0913.jpg,average,train
train/average/0914.jpg,average,train
train/average/0915.jpg,average,train
train/average/0916.jpg,average,train
train/average/0917.jpg,average,train
train/average/0918.jpg,average,train
train/average/0919.jpg,average,train
train/average/0920.jpg,average,train
train/average/0921.jpg,average,train
train/average/0922.jpg,average,train
train/average/0923.jpg,average,train
train/average/0924.jpg,average,train
train/average/0925.jpg,average,train
train/average/0926.jpg,average,train
train/average/0927.jpg,average,train
train/average/0928.jpg,average,train
train/average/0929.jpg,average,train
train/average/0930.jpg,average,train
train/average/0931.jpg,average,train
